,Id,CreationDate,DeletionDate,Body,LastEditDate,LastActivityDate,Title,Tags,ClosedDate,CommunityOwnedDate,ContentLicense,opencv,matlab,emgucv,scikit-image,ffmpeg
30803,30096327,2015-05-07 08:56:15,,"<p>my goal is to capture a frame from a rtmp stream every second, and process it using OpenCV. I'm using FFmpeg version N-71899-g6ef3426 and OpenCV 2.4.9 with the Java interface (but I'm first experimenting with Python).
For the moment, I can only take the simple and dirty solution, which is to capture images using FFmpeg, store them in disk, and then read those images from my OpenCV program. This is the FFmpeg command I'm using:</p>

<pre><code>ffmpeg -i ""rtmp://antena3fms35livefs.fplive.net:1935/antena3fms35live-live/stream-lasexta_1 live=1"" -r 1 capImage%03d.jpg
</code></pre>

<p>This is currently working for me, at least with this concrete rtmp source. Then I would need to read those images from my OpenCV program in a proper way. I have  not actually implemented this part, because I'm trying to find a better solution.</p>

<p>I think the ideal way would be to capture the rtmp frames directly from OpenCV, but I cannot find the way to do it. This is the code in Python I'm using:</p>

<pre><code>cv2.namedWindow(""camCapture"", cv2.CV_WINDOW_AUTOSIZE)
cap = cv2.VideoCapture()
cap.open('""rtmp://antena3fms35livefs.fplive.net:1935/antena3fms35live-live/stream-lasexta_1 live=1""')
if not cap.open:
    print ""Not open""
while (True):
    err,img = cap.read()
    if img and img.shape != (0,0):
        cv2.imwrite(""img1"", img)
        cv2.imshow(""camCapture"", img)
    if err:
        print err
        break
    cv2.waitKey(30)
</code></pre>

<p>Instead of read() function, I'm also trying with grab() and retrieve() functions without any good result. The read() function is being executed every time, but no ""img"" or ""err"" is received. 
Is there any other way to do it? or maybe there is no way to get frames directly from OpenCV 2.4.9 from a stream like this?</p>

<p>I've read OpenCV uses FFmpeg to do this kind of tasks, but as you can see, in my case FFmpeg is able to get frames from the stream while OpenCV is not.</p>

<p>In the case I could not find the way to get the frames directly from OpenCV, my next idea is to pipe somehow, FFmpeg output to OpenCV, which seems harder to implement.</p>

<p>Any idea,
thank you!</p>

<p><strong>UPDATE 1:</strong>
I'm in Windows 8.1. Since I was running the python script from Eclipse PyDev, this time I run it from cmd instead, and I'm getting the following warning:</p>

<pre><code>warning: Error opening file (../../modules/highgui/src/cap_ffmpeg_impl.hpp:545)
</code></pre>

<p>This warning means, as far as I could read, that either the file-path is wrong, or either the codec is not supported. Now, the question is the same. Is OpenCV not capable of getting the frames from this source?</p>
",2015-05-07 17:59:32,2017-06-13 07:06:41,"OpenCV won't capture frames from a RTMP source, while FFmpeg does",<opencv><video><ffmpeg><rtmp>,,,CC BY-SA 3.0,True,False,False,False,True
30807,30078380,2015-05-06 13:34:14,,"<p>I have included a project using gradle in my app:</p>

<pre><code>compile group: 'org.bytedeco', name: 'javacv', version: '0.11'
</code></pre>

<p>Which builds fine. But whenever I run the app with proguard enabled, it apparently removes the <code>@Platform</code> annotation from the jars that get included then.</p>

<p>I tried using the following based on <a href=""http://proguard.sourceforge.net/manual/examples.html#annotations"" rel=""nofollow"">http://proguard.sourceforge.net/manual/examples.html#annotations</a></p>

<pre><code>-keepattributes *Annotation*

-keep @org.bytedeco.javacpp.annotation interface * {
    *;
}
</code></pre>

<p>I also tried the following based on <a href=""http://proguard.sourceforge.net/manual/troubleshooting.html#notkept"" rel=""nofollow"">http://proguard.sourceforge.net/manual/troubleshooting.html#notkept</a></p>

<pre><code>-keep @interface *
</code></pre>

<p>But that doesn't work either. What else can I try to prevent proguard from removed these annotations? I was thinking about using <code>-injars</code> or <code>-libraryjars</code> but I believe gradle handles that for you.</p>

<p><hr/></p>

<h1>The solution:</h1>

<p>So the solution is as follows:</p>

<p>I have included the following in my proguard rules:</p>

<pre><code># JavaCV
-keep @org.bytedeco.javacpp.annotation interface * {
    *;
}

-keep @org.bytedeco.javacpp.annotation.Platform public class *

-keepclasseswithmembernames class * {
    @org.bytedeco.* &lt;fields&gt;;
}

-keepclasseswithmembernames class * {
    @org.bytedeco.* &lt;methods&gt;;
}

-keepattributes EnclosingMethod
-keep @interface org.bytedeco.javacpp.annotation.*,javax.inject.*

-keepattributes *Annotation*, Exceptions, Signature, Deprecated, SourceFile, SourceDir, LineNumberTable, LocalVariableTable, LocalVariableTypeTable, Synthetic, EnclosingMethod, RuntimeVisibleAnnotations, RuntimeInvisibleAnnotations, RuntimeVisibleParameterAnnotations, RuntimeInvisibleParameterAnnotations, AnnotationDefault, InnerClasses
-keep class org.bytedeco.javacpp.** {*;}
-dontwarn java.awt.**
-dontwarn org.bytedeco.javacv.**
-dontwarn org.bytedeco.javacpp.**

# end javacv
</code></pre>

<p>And the following lines in my gradle (these are the most recent versions at date 7/5/2015 (dd/mm/yyyy)):</p>

<pre><code>compile group: 'org.bytedeco', name: 'javacv', version: '0.11'
compile group: 'org.bytedeco.javacpp-presets', name: 'opencv', version: '2.4.11-0.11', classifier: 'android-arm'
compile group: 'org.bytedeco.javacpp-presets', name: 'opencv', version: '2.4.11-0.11', classifier: 'android-x86'
compile group: 'org.bytedeco.javacpp-presets', name: 'ffmpeg', version: '2.6.1-0.11', classifier: 'android-arm'
compile group: 'org.bytedeco.javacpp-presets', name: 'ffmpeg', version: '2.6.1-0.11', classifier: 'android-x86'
</code></pre>

<p>I am quite sure that some proguard rules are a bit overkill, but I have not yet tested which are redundant. You may want to figure this out yourself if you run into this issue.</p>
",2015-05-08 21:38:29,2015-05-08 21:38:29,Proguard removing annotations in Android application,<java><android><proguard><minify><javacv>,,,CC BY-SA 3.0,True,False,False,False,True
30823,30037425,2015-05-04 18:34:00,,"<p>I try to get the live stream from my IP camera by using OpenCv 2.4.11 on Windows. However, it raises error and when I debug the an access occured as 
<code>Unhandled exception at 0x0000000066E5377F (opencv_ffmpeg2411_64.dll) in opencvAxisExp.exe: 0xC0000005: Access violation reading location 0x0000000000000000.</code></p>

<p>I use the code below to do so;</p>

<pre><code>#include &lt;stdio.h&gt;
#include &lt;opencv2/opencv.hpp&gt;
#include &lt;iostream&gt;
int main(int, char**) {
    cv::VideoCapture vcap;
    cv::Mat image;

    // This works on a D-Link CDS-932L

    //const std::string videoStreamAddress = ""http://user:pass@ip_address:port/axis-cgi/jpg/image.cgi?camera=1&amp;resolution=320x240&amp;compression=25 "";
    const std::string videoStreamAddress = ""http:/user:pass@ip_address:port/axis-cgi/mjpg/video.cgi"";
    //open the video stream and make sure it's opened
    if (!vcap.open(videoStreamAddress)) {
        std::cout &lt;&lt; ""Error opening video stream or file"" &lt;&lt; std::endl;
        return -1;
    }

    for (;;) {
        if (!vcap.read(image)) {
            std::cout &lt;&lt; ""No frame"" &lt;&lt; std::endl;
            cv::waitKey();
        }
        cv::imshow(""Output Window"", image);

        if (cv::waitKey(1) &gt;= 0) break;
    }

}
</code></pre>

<p>Is this a dll error or what is missing here? Do you have any suggestion? Thanks for any comment.</p>
",,2015-05-04 18:51:18,opencv_ffmpeg**.dll error in OpenCV 2.4.11 for IP Camera Access?,<c++><windows><opencv>,,,CC BY-SA 3.0,True,True,False,False,True
30906,30168985,2015-05-11 13:28:58,,"<p><img src=""https://i.stack.imgur.com/cEH4z.png"" alt=""opencv output""></p>

<p>I understand it's a ffmpeg error, but I think ffmpeg is deprecated. what should I do with it? i'm new to <code>make</code>. </p>

<pre><code>root@e0b310d499eb:~/opencv-2.4.9/Release# sudo apt-get install ffmpeg                                                      
Reading package lists... Done
Building dependency tree       
Reading state information... Done
Package ffmpeg is not available, but is referred to by another package.
This may mean that the package is missing, has been obsoleted, or
is only available from another source

E: Package 'ffmpeg' has no installation candidate
</code></pre>

<p>i tried to install ffmpeg directly from git, but it didn't help.
any suggestions?</p>
",2015-05-11 17:01:42,2015-05-11 17:01:42,undefined reference to `avcodec_encode_video` when trying to make opencv,<c++><opencv><makefile>,,,CC BY-SA 3.0,True,False,False,False,True
30941,30125964,2015-05-08 14:12:54,,"<p>i've using emgu cv 2.4.10 to create a RTSP stream viewer that will eventually be used with IP cameras. as i don't have the camera/s as yet, i'm testing using VLC (the windows GUI) to create the stream from a video file. </p>

<pre><code>:sout=#duplicate{dst=rtp{sdp=rtsp://:8554/stream},dst=display} :sout-all :sout-keep
</code></pre>

<p>i'm doing this all testing on localhost.</p>

<p>here's my capture code:</p>

<pre><code>private void ProcessFrame(object sender, EventArgs arg) {
    try {
        frame = _capture.QueryFrame();
        pictureBox1.Image = frame.ToBitmap();
    }
    catch (Exception ex) {
        MessageBox.Show(ex.Message.ToString());
    }
}
</code></pre>

<p>this method is called using this eventhandler:</p>

<pre><code>_capture = new Capture(""rtsp://localhost:8554/stream"");
Application.Idle += ProcessFrame;
_capture.Start();
</code></pre>

<p>the capture is corrupted with random occurrences of ""smearing"" that always occurs in the lower portion of the frame:</p>

<p><img src=""https://i.stack.imgur.com/vH1lC.png"" alt=""screencapture showing smearing on the lower half of the captured video frame""></p>

<p>i've seen several others online have reported this problem as recently as last december but no solution has been found or that would work for me:</p>

<ul>
<li><a href=""http://workingwithcomputervision.blogspot.co.uk/2012/06/issues-with-opencv-and-rtsp.html"" rel=""nofollow noreferrer"">http://workingwithcomputervision.blogspot.co.uk/2012/06/issues-with-opencv-and-rtsp.html</a></li>
<li><a href=""https://stackoverflow.com/questions/18276509/emgu-queryframe-returns-streaky-image-over-rtsp"">EMGU QueryFrame returns &quot;streaky&quot; Image over RTSP</a></li>
<li><a href=""http://www.emgu.com/forum/viewtopic.php?f=7&amp;t=4882&amp;p=10110&amp;hilit=rtsp#p10069"" rel=""nofollow noreferrer"">http://www.emgu.com/forum/viewtopic.php?f=7&amp;t=4882&amp;p=10110&amp;hilit=rtsp#p10069</a></li>
</ul>

<p>to narrow down the problem, i've run ffplay from the commandline and the capture is perfect. i've run another instance of VLC to capture the RTSP stream and it displays perfectly. so this is clearly a problem in open cv/emgu cv.</p>

<p>on a whim, i changed VLC to stream using HTTP.</p>

<pre><code>:sout=#duplicate{dst=http{mux=ffmpeg{mux=flv},dst=:8080/stream},dst=display} :sout-all :sout-keep
</code></pre>

<p>this displays fine in my code, but at a noticeably lower frame rate that won't work for my application.  i'd really appreciate any tips to fixing this problem.  thanks.</p>
",2017-05-23 11:58:16,2015-06-25 08:41:04,smeared/corrupted capture of RTSP streams,<opencv><rtsp><emgucv><capture><corruption>,,,CC BY-SA 3.0,True,False,True,False,True
30999,30167662,2015-05-11 12:28:24,,"<p>I've recently installed OpenCV 3.0 on my machine running Ubuntu 15.04 to do some video manipulations via python. I had some initial problems with the installation, and ended up installing both 2.4 and 3.0 versions separately, uninstalling between each attempt with</p>

<pre><code>sudo find / -name ""*opencv*"" -exec rm -i {} \;
</code></pre>

<p>I now have a working version of OpenCV 3.0, but it seems my ffmpeg is looking for a 2.4 shared library:</p>

<pre><code>ffprobe: error while loading shared libraries: libopencv_core.so.2.4: cannot open shared object file: No such file or directory
</code></pre>

<p>My /usr/local/lib folder contains</p>

<ol>
<li>libopencv_core.so</li>
<li>libopencv_core.so.3.0</li>
<li>libopencv_core.so.3.0.0</li>
</ol>

<p>I've tried running ldconfig, reinstalling ffmpeg and rebooting, but nothing changes. Is there a way to make OpenCV 3.0 play nicely with ffmpeg, or do I need to have bother a 2.4 version and a 3.0 version installed?</p>

<p>Thanks in advance.</p>
",,2015-05-18 15:42:41,Update ffmpeg reference to libopencv_core.so version,<opencv><ubuntu><ffmpeg>,,,CC BY-SA 3.0,True,False,False,False,True
31048,30175222,2015-05-11 18:41:29,,"<p>I'm using ffmpeg to extract motion vectors using the example doc <code>extract_mvs.c</code>. Issue is that this code only seems to give a few pieces of information: frame number, size of macroblock, source (future or past), source (x and y), and destination (x and y).</p>

<p>Unfortunately, this doesn't say <strong>which</strong> frame the source comes from in the past or the future (it could come from both, from several past, or several in the future). It also doesn't say what the macroblock type is (which tells similarly useful info). For example, if Source (x and y) equals Destination (x and y) it is impossible to tell if that information is the same as the last frame or if it entered completely new information. </p>

<p>See lines 60-63 in the <a href=""https://github.com/FFmpeg/FFmpeg/blob/master/doc/examples/extract_mvs.c#L60-L63"" rel=""nofollow"">extract_mvs.c</a> code in ffmpeg</p>

<p>Final question is that for MP4, motion vectors generally have quarter pixel resolution and the resolution given here is clearly rounded to the closest integer. How am I supposed to extract the ""true"" motion vector information before rounding? </p>
",2015-05-11 19:06:24,2015-05-21 02:44:15,Extending the ffmpeg extract_mvs.c example,<c><vector><ffmpeg><computer-vision><motion>,,,CC BY-SA 3.0,False,False,False,False,True
31087,30280879,2015-05-16 21:19:40,,"<p>So I'm trying to figure out how to properly determine the frames per second that a live webcam feed is capturing at using OpenCV RC3.0 RC1 with Python bindings. </p>

<p>Here is the code I'm using:</p>

<pre><code>import timeit
import cv2

fps_timer = timeit.Timer('[webcam.read() for x in range(30)]\nwebcam.release()', 'import cv2\nwebcam=cv2.VideoCapture(0)\n')

#time how long it takes to read 30 frames 10 times in a row
fps = (10*30)/fps_timer.timeit(10)
</code></pre>

<p>Based on other threads I've read on Stackoverflow as well as the OpenCV forums using:</p>

<pre><code>webcam=cv2.VideoCapture(0)
webcam.get(cv2.CAP_PROP_FPS)
</code></pre>

<p>will not work.</p>

<p><strong>Question: is this a reasonable/accurate way to determine the FPS of the webcam? If not, what are some better alternatives?</strong></p>

<p>To give some more details for what I'm trying to achieve: </p>

<p>The reason I want to figure out the FPS of the webcam in this manner is because I'm piping out the results of webcam.read() to ffmpeg via subprocess so I need to know the rough FPS. The core functionality I'm going for is something like (the actual code has a lot of other stuff going on that I don't think is relevant):</p>

<pre><code>FFMPEG_BIN = u'C:/FFMPEG/bin/ffmpeg.exe'

#Code to determine the FPS of the webcam would go here

ffmpeg_command = [ FFMPEG_BIN,
                  '-f', 'rawvideo',
                  '-pix_fmt', 'bgr24',
                  '-s', '{}x{}'.format(width,height), # size of one frame
                  '-r', '{}'.format(fps), # frames per second
                  '-i', '-', # The imput comes from a pipe
                  '-an', # Tells FFMPEG not to expect any audio
                  '-vcodec', 'libx264',
                   ""output_video.avi"" ]

video_writer = sp.Popen(ffmpeg_command, stdin=sp.PIPE)

while True:            
    ret, frame = webcam.read()
    video_writer.stdin.write(frame.tostring())
</code></pre>
",,2015-05-16 21:19:40,Trying to benchmark FPS from a live webcam feed using Python timeit and OpenCV,<python><opencv>,,,CC BY-SA 3.0,True,False,False,False,True
31133,30230223,2015-05-14 05:54:18,,"<p>I am using visual studio 2010 under Win7-64bit to build an application with openCV. I finished development and build the release version without error. I also successfully run the program in debug mode. I then move the <code>.exe</code> file to other directory in the same computer. I run it in <code>cmd.exe</code> and I got error <code>warning: Error opening file &lt;../../modules/highgui/src/cap_ffmpeg_implhpp:537&gt;</code><br>
<br>
I guess there are some dependence with some libraries of openCV but I don't how to solve it. My final task is that I can use that <code>.exe</code> in another computer under Win7 directly. How to do it?<br>
<br>
I found a similar question <a href=""https://stackoverflow.com/questions/4301207/build-a-portable-visual-studio-2010-application"">here</a>. But I don't have <code>.dll</code> file built, so what should I do to solve this problem?</p>
",2017-05-23 12:06:36,2015-05-14 06:58:18,How to build a portable program by visual studio,<visual-studio-2010><opencv>,,,CC BY-SA 3.0,True,False,False,False,True
31462,30448678,2015-05-26 02:52:41,,"<p>I'm hoping someone might be able to tell me what I'm doing wrong here. I downloaded vanevery's GitHub project “JavaCV-0.5-Stream-Test"" which is a couple of years old so I updated to the latest JavaCV version 0.11. But Android Studio is returning the error... </p>

<p><strong>Error:</strong></p>

<blockquote>
  <p>""record(org.bytedeco.javacpp.Frame) in FFmpegFrameRecorder cannot be
  applied to (org.bytedeco.javacpp.opencv_core.lplimage)"" for the line
  of code which reads recorder.record(yuvIplimage), under
  onPreviewFrame.</p>
</blockquote>

<p>Here is my <strong>code:</strong></p>

<pre><code>    @Override
    public void onPreviewFrame(byte[] data, Camera camera) {

        if (yuvIplimage != null &amp;&amp; recording) {

            videoTimestamp = 1000 * (System.currentTimeMillis() - startTime);

            // Put the camera preview frame right into the yuvIplimage object
            yuvIplimage.getByteBuffer().put(data);

            try {
                // Get the correct time
                recorder.setTimestamp(videoTimestamp);

                // Record the image into FFmpegFrameRecorder
                recorder.record(yuvIplimage);

            } catch (FFmpegFrameRecorder.Exception e) {
                Log.v(LOG_TAG,e.getMessage());
                e.printStackTrace();
            }
        }
    }
</code></pre>
",2015-05-26 03:17:57,2015-06-23 08:43:52,JavaCV Stream-Test code giving Error,<android><ffmpeg><javacv>,,,CC BY-SA 3.0,True,False,False,False,True
31474,27380954,2014-12-09 14:11:42,,"<p>I have looked through the question ""why can't i open avi in opencv?"" already. But the solution mentioned there can not solve my problem, since there is no ""opencv_ffmpeg*.dll"" in the opencv for java at all. Even though I copied the ""opencv_ffmpeg*.dll"" into the folder containing opencv for java or added the path of bin folder which included the ""opencv_ffmpeg*.dll"" to the environment variable 'PATH', the problem still perplexed me.</p>

<p>The codes which go wrong are as below:</p>

<pre><code>VideoCapture capture;
try{
    capture = new VideoCapture(""1.avi"");
} catch (Exception e){
    System.out.println(""video not exist!"");
    return;
}
if (!capture.isOpened()){
    System.out.println(""fail to open the video!"");
    return;  
}
</code></pre>

<p>I always got the ""fail to open the video!"" prompt. 1.avi is placed properly. Even though I used the absolute path, the problem remained.</p>

<p>Do anyone know how to solve this?</p>
",2014-12-09 14:17:51,2016-07-24 11:34:13,"Using eclipse for java, why can't i open avi video in opencv?",<java><eclipse><opencv><video-capture><avi>,,,CC BY-SA 3.0,True,False,False,False,True
31564,30493592,2015-05-27 21:37:01,,"<p>I am going through some beginner computer vision lessons and I would like to use Python 3.4 instead of 2.7 for the lessons, and I have both versions installed on my computer in <code>C:/Python34</code> and <code>C:/Python27</code>, respectively. I'm able to <code>import cv2</code> into The most recent release of OpenCV, which the lessons require, does support using the cv2 module in Python 3but it has to be built from the source.</p>

<p>To do this, I've used the cmake-gui to create the necessary make files in <code>c:/opencv</code>, and I initiate the build by executing <code>make -j4</code> in the <code>c:/opencv/build</code> directory cmake created. Note that I'm using the mingw32-make command, not visual studios. Both my <code>gcc</code> and <code>g++</code> compilers work fine; I'm using versions 5.1.0 of both. The full configuration of my generated makefiles is pasted below. I have made a few edits to overcome other compiler errors often encountered.</p>

<p>At present, the build is almost successful (getting to ""100%"" before failing). The error occurs at the step <em>Linking CXX shared library ....\lib\cv2.pyd</em>, <code>cv2.pyd</code> being the python library I need to compile in order to import opencv. The full error that stops compilation is this:</p>

<p><code>
Linking CXX shared library ..\..\lib\cv2.pyd
modules\python3\CMakeFiles\opencv_python3.dir\build.make:215: recipe for target 'lib/cv2.pyd' failed
CMakeFiles\Makefile2:7114: recipe for target 'modules/python3/CMakeFiles/opencv_python3.dir/all' failed
makefile:135: recipe for target 'all' failed
</code></p>

<p>I've taken a look at the lines specified in the makefiles, but can't see anything that would give me a clue what's going wrong with the linking. I also notice, in the cmake configuration below, that the Python (for build) parameter is set to the pyhon27 executable instead of python34, but haven't been able to find the right parameter to change this, and I'm not certain this is even related to the issue. If anyone has suggestions for how to fix this and make opencv build the pyd for Python 3.4, please chime in.</p>

<h1>CMake configuration</h1>

<blockquote>
  <p>Detected version of GNU GCC: 51 (501)
  CUDA compilation is disabled (due to only Visual Studio compiler supported on your platform).
  Could NOT find Doxygen (missing:  DOXYGEN_EXECUTABLE) 
  To enable PlantUML support, set PLANTUML_JAR environment variable or pass -DPLANTUML_JAR= option to cmake
  Found PythonInterp: C:/Python27/python.exe (found suitable version ""2.7.6"", minimum required is ""2.7"") 
  Found PythonLibs: C:/Python27/libs/libpython27.a (found suitable exact version ""2.7.6"") 
  Found PythonInterp: C:/Python34/python.exe (found suitable version ""3.4.2"", minimum required is ""3.4"") 
  Found PythonLibs: C:/Python34/libs/python34.lib (found suitable exact version ""3.4.2"") 
  VTK is not found. Please set -DVTK_DIR in CMake to VTK build directory, or to VTK install subdirectory with VTKConfig.cmake file
   videoio: Removing WinRT API headers by default</p>
  
  <p>General configuration for OpenCV 3.0.0-dev =====================================
   Version control:               3.0.0-rc1-240-g1df244b-dirty</p>
  
  <p>Platform:
     Host:                        Windows 6.1 AMD64
     CMake:                       3.2.2
     CMake generator:             MinGW Makefiles
     CMake build tool:            C:/MinGW/bin/make.exe
     Configuration:               Release></p>
  
  <p>C/C++:
     Built as dynamic libs?:      YES
     C++ Compiler:                c:/MinGW/bin/g++.exe  (ver 5.1.0)
     C++ flags (Release):         -fsigned-char -mstackrealign -W -Wall -Werror=return-type -Werror=address -Werror=sequence-point -Wformat -Werror=format-security -Wmissing-declarations -Wundef -Winit-self -Wpointer-arith -Wshadow -Wsign-promo -Wno-narrowing -Wno-delete-non-virtual-dtor -fdiagnostics-show-option -Wno-long-long -fomit-frame-pointer -msse -msse2 -ffunction-sections -fvisibility=hidden -fvisibility-inlines-hidden -O2 -DNDEBUG  -DNDEBUG
     C++ flags (Debug):           -fsigned-char -mstackrealign -W -Wall -Werror=return-type -Werror=address -Werror=sequence-point -Wformat -Werror=format-security -Wmissing-declarations -Wundef -Winit-self -Wpointer-arith -Wshadow -Wsign-promo -Wno-narrowing -Wno-delete-non-virtual-dtor -fdiagnostics-show-option -Wno-long-long -fomit-frame-pointer -msse -msse2 -ffunction-sections -fvisibility=hidden -fvisibility-inlines-hidden -g  -O0 -DDEBUG -D_DEBUG
     C Compiler:                  c:/MinGW/bin/gcc.exe
     C flags (Release):           -fsigned-char -mstackrealign -W -Wall -Werror=return-type -Werror=address -Werror=sequence-point -Wformat -Werror=format-security -Wmissing-declarations -Wmissing-prototypes -Wstrict-prototypes -Wundef -Winit-self -Wpointer-arith -Wshadow -Wno-narrowing -fdiagnostics-show-option -Wno-long-long -fomit-frame-pointer -msse -msse2 -ffunction-sections -fvisibility=hidden -O2 -DNDEBUG  -DNDEBUG
     C flags (Debug):             -fsigned-char -mstackrealign -W -Wall -Werror=return-type -Werror=address -Werror=sequence-point -Wformat -Werror=format-security -Wmissing-declarations -Wmissing-prototypes -Wstrict-prototypes -Wundef -Winit-self -Wpointer-arith -Wshadow -Wno-narrowing -fdiagnostics-show-option -Wno-long-long -fomit-frame-pointer -msse -msse2 -ffunction-sections -fvisibility=hidden -g  -O0 -DDEBUG -D_DEBUG
     Linker flags (Release):<br>
     Linker flags (Debug):<br>
     Precompiled headers:         YES
     Extra dependencies:          comctl32 gdi32 ole32 setupapi ws2_32 avifil32 avicap32 winmm msvfw32
     3rdparty dependencies:       zlib libjpeg libwebp libpng libtiff libjasper IlmImf></p>
  
  <p>OpenCV modules:
     To be built:                 hal core flann imgproc ml photo video imgcodecs shape videoio highgui objdetect superres ts features2d calib3d stitching videostab python3
     Disabled:                    python2 world
     Disabled by dependency:      -
     Unavailable:                 androidcamera cudaarithm cudabgsegm cudacodec cudafeatures2d cudafilters cudaimgproc cudalegacy cudaobjdetect cudaoptflow cudastereo cudawarping cudev java viz</p>
  
  <p>Windows RT support:            NO</p>
  
  <p>GUI: 
     QT:                          NO
     Win32 UI:                    YES
     OpenGL support:              NO
     VTK support:                 NO</p>
  
  <p>Media I/O: 
     ZLib:                        build (ver 1.2.8)
     JPEG:                        build (ver 90)
     WEBP:                        build (ver 0.3.1)
     PNG:                         build (ver 1.5.12)
     TIFF:                        build (ver 42 - 4.0.2)
     JPEG 2000:                   build (ver 1.900.1)
     OpenEXR:                     build (ver 1.7.1)
     GDAL:                        NO</p>
  
  <p>Video I/O:
     Video for Windows:           YES
     DC1394 1.x:                  NO
     DC1394 2.x:                  NO
     FFMPEG:                      YES (prebuilt binaries)
       codec:                     YES (ver 55.18.102)
       format:                    YES (ver 55.12.100)
       util:                      YES (ver 52.38.100)
       swscale:                   YES (ver 2.3.100)
       resample:                  NO
       gentoo-style:              YES
     OpenNI:                      NO
     OpenNI PrimeSensor Modules:  NO
     OpenNI2:                     NO
     PvAPI:                       NO
     GigEVisionSDK:               NO
     DirectShow:                  YES
     Media Foundation:            NO
     XIMEA:                       NO
     Intel PerC:                  NO</p>
  
  <p>Other third-party libraries:
     Use IPP:                     NO
     Use IPP Async:               NO
     Use Eigen:                   NO
     Use TBB:                     NO
     Use OpenMP:                  NO
     Use GCD                      NO
     Use Concurrency              NO
     Use C=:                      NO
     Use Cuda:                    NO
     Use OpenCL:                  YES</p>
  
  <p>OpenCL:
     Version:                     dynamic
     Include path:                C:/opencv/3rdparty/include/opencl/1.2
     Use AMDFFT:                  NO
     Use AMDBLAS:                 NO</p>
  
  <p>Python 2:
     Interpreter:                 C:/Python27/python.exe (ver 2.7.6)</p>
  
  <p>Python 3:
     Interpreter:                 C:/Python34/python.exe (ver 3.4.2)
     Libraries:                   C:/Python34/libs/python34.lib (ver 3.4.2)
     numpy:                       C:/Python34/lib/site-packages/numpy/core/include (ver 1.9.2)
     packages path:               C:/Python34/Lib/site-packages</p>
  
  <p>Python (for build):            C:/Python27/python.exe</p>
  
  <p>Java:
     ant:                         NO
     JNI:                         C:/Program Files/Java/jdk1.7.0_03/include C:/Program Files/Java/jdk1.7.0_03/include/win32 C:/Program Files/Java/jdk1.7.0_03/include
     Java wrappers:               NO
     Java tests:                  NO</p>
  
  <p>Matlab:
     mex:                         C:/Program Files (x86)/MATLAB/R2009a Student/bin/mex.bat
     Compiler/generator:          Not working (bindings will not be generated)</p>
  
  <p>Documentation:
     Doxygen:                     NO
     PlantUML:                    NO</p>
  
  <p>Tests and samples:
     Tests:                       YES
     Performance tests:           YES
     C/C++ Examples:              NO</p>
  
  <p>Install path:                  C:/opencv/build/install</p>
  
  <h2> cvconfig.h is in:              C:/opencv/build</h2>
  
  <p>Configuring done
  Generating done</p>
</blockquote>
",,2015-05-27 21:37:01,Error building OpenCV 3.0.0 rc1 on Windows 7 (64-bit): Cannot compile/link cv2.pyd for Python 3.4,<python><c++><opencv><python-3.x><makefile>,,,CC BY-SA 3.0,True,True,False,False,True
31764,30538806,2015-05-29 20:49:19,,"<p>I'm trying to add image with transparent background on the video, using JavaCV.</p>

<p>I'm using FFmpegFrameGrapper, for grapping frames and I'm trying to set my image on every frame of the video, and record it again using FFmpeg Recorder, but no result.</p>

<p>I'm doing something like this</p>

<p>// img is the IplImage of a frame</p>

<pre><code>private IplImage setOverlay(IplImage img){
    cvCopy(overlayImage, img); //overlayImage I'm getting from 
                               //internal storage
    cvResetImageROI(img);

    return img;
}
</code></pre>
",2015-06-01 09:00:27,2015-06-01 09:00:27,Image Overlay on video using JavaCV for Android,<android><ffmpeg><javacv><iplimage>,,,CC BY-SA 3.0,False,False,False,False,True
31807,27404779,2014-12-10 15:29:23,,"<p>I am getting an error <code>(-215) ssize.area() &gt; 0 in function resize</code> when I am trying to resize a frame from a .avi video. I've deduced that this means the frame cannot be read. I have FFmpeg installed as well. Why is this not valid? The video is in the same folder as the python file.</p>

<p>Also, playing .m4v video works fine. So it is just .avi.</p>

<p>Here is the beginning of the code before I start messing with the images and whatnot.</p>

<pre><code>from __future__ import print_function
import numpy as np, cv2
import datetime
cap = cv2.VideoCapture(""video2.avi"")

ret = cap.set(3,320)
ret = cap.set(4,240)
f = open('cars','w')

carCount = 0
while True:
    stuff in here

    cv2.imshow('Video', frame)
    if cv2.waitKey(1) == ord('q'):
        break

f.close()
cap.release()
cv2.destroyAllWindows()
</code></pre>
",2014-12-10 15:45:33,2014-12-10 15:45:33,OpenCV AVI Playback Error: ssize.area() > 0,<python><python-2.7><opencv><computer-vision>,,,CC BY-SA 3.0,True,False,False,False,True
