,Unnamed: 0,Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,HotScore
12103,12103,43370851,1,44872209.0,,2017-04-12 13:24:09,,19,34281,trying install spacy running pip install spacy python version continuously getting error like get rid issue previously wa cl exe found error added visual studio path environment variable cl exe exists failed building wheel spacy running setup py clean spacy running setup py bdist wheel murmurhash error complete output command c user sh appdata local program python python python exe u c import setuptools tokenize file c user sh appdata local temp pip build joi voav murmurhash setup py f getattr tokenize open open file code f read replace r n n f close exec compile code file exec bdist wheel c user sh appdata local temp tmpa tzdkovpip wheel python tag cp running bdist wheel running build running build py failed building wheel murmurhash running setup py clean murmurhash running setup py bdist wheel cymem error complete output command c user sh appdata local program python python python exe u c import setuptools tokenize file c user sh appdata local temp pip build joi voav cymem setup py f getattr tokenize open open file code f read replace r n n f close exec compile code file exec bdist wheel c user sh appdata local temp tmpz p hkiwpip wheel python tag cp failed building wheel cymem running setup py clean cymem running setup py bdist wheel preshed error complete output command c user sh appdata local program python python python exe u c import setuptools tokenize file c user sh appdata local temp pip build joi voav preshed setup py f getattr tokenize open open file code f read replace r n n f close exec compile code file exec bdist wheel c user sh appdata local temp tmpwppgmyp pip wheel python tag cp failed building wheel preshed running setup py clean preshed running setup py bdist wheel thinc error failed building wheel thinc running setup py clean thinc running setup py bdist wheel ujson error failed building wheel ujson running setup py clean ujson running setup py bdist wheel cytoolz error failed building wheel cytoolz running setup py clean cytoolz failed build spacy murmurhash cymem preshed thinc ujson cytoolz installing collected package murmurhash cymem preshed wrapt tqdm toolz cytoolz plac pyreadline dill termcolor pathlib thinc ujson regex spacy running setup py install murmurhash error c program file x microsoft visual studio vc bin cl exe c nologo ox w gl dndebug md ic user sh appdata local program python python include ic user sh appdata local temp pip build joi voav murmurhash murmurhash include ic user sh appdata local program python python include ic user sh appdata local program python python include ehsc tpmurmurhash mrmr cpp fobuild temp win amd release murmurhash mrmr obj ox ehsc mrmr cpp c xx fatal error c open source file murmurhash mrmr cpp file directory error command c program file x microsoft visual studio vc bin cl exe failed exit status command c user sh appdata local program python python python exe u c import setuptools tokenize file c user sh appdata local temp pip build joi voav murmurhash setup py f getattr tokenize open open file code f read replace r n n f close exec compile code file exec install record c user sh appdata local temp pip j cxej record install record txt single version externally managed compile failed error code c user sh appdata local temp pip build joi voav murmurhash,,2020-04-29 04:48:11,failed building wheel spacy,python scipy pip python-wheel spacy,10,0,5.0,,,CC BY-SA 3.0,2.410140004278053e-05
10787,10787,41348621,1,42890688.0,,2016-12-27 16:22:49,,72,40664,trying download nltk use python mac x getting ssl error import nltk nltk download downloaded nltk pip command sudo pip install u nltk changing index nltk downloader allows downloader show nltk file one try download one get another ssl error see bottom photo relatively new computer science savvy respect ssl question simply resolve issue similar question user problem unable download nltk data decided post new question screenshots since edit question wa rejected similar question find helpful nltk download ssl certificate verify failed downloading error using nltk download,2020-06-20 09:12:55,2019-09-11 06:23:14,ssl error downloading nltk data,python macos ssl ssl-certificate nltk,4,0,31.0,,,CC BY-SA 3.0,2.3928823223745068e-05
14778,14778,47388497,1,47393191.0,,2017-11-20 09:16:27,,25,10239,difference dialogflow bot framework v rasa nlu bot framework open source framework available market nlp support,,2020-07-29 12:35:55,difference dialogflow bot framework v rasa nlu bot framework,nlp open-source chatbot dialogflow-es rasa-nlu,4,2,13.0,,,CC BY-SA 3.0,2.2198213217726088e-05
15112,15112,47818669,1,47819500.0,,2017-12-14 17:05:21,,29,5918,tried understand rasa official documentation rasa core rasa nlu able deduce much able understand rasa core used guide flow conversation rasa nlu understand process text extract information entity second thing example build chatbot rasa core well rasa nlu used build chatbot understand difference two approach follow one could please help understand better way,2019-03-05 10:10:26,2020-04-30 15:47:01,difference rasa core rasa nlu,nlp artificial-intelligence chatbot rasa-nlu rasa-core,4,0,8.0,,,CC BY-SA 4.0,2.170296282266765e-05
19045,19045,53403306,1,53403392.0,,2018-11-20 23:47:12,,11,1648,example lens want get mask torch longtensors,2018-11-20 23:58:25,2020-07-31 07:20:19,batch convert sentence length mask pytorch,nlp pytorch,3,0,4.0,,,CC BY-SA 4.0,2.134247038280103e-05
15802,15802,48962171,1,,,2018-02-24 11:10:57,,20,13060,tried follow wasted lot time ending nothing useful want train model corpus mb corpus txt file downloaded file provided link compiled using editing demo sh file changed vocab file corpus txt leave corpus text unchanged output wa cooccurrence bin cooccurrence shuf bin text corpus txt vector txt used file load model python,2020-01-27 06:21:12,2020-06-09 16:10:08,train glove algorithm corpus,nlp stanford-nlp gensim word2vec glove,4,0,6.0,,,CC BY-SA 4.0,2.126220335789639e-05
8019,8019,35857519,1,35857833.0,,2016-03-08 01:52:21,,36,28667,like count frequency word text file countinfile test txt return aaa bbb ccc target text file like test txt aaa bbb ccc bbb implemented pure python following post however found pure python way insufficient due huge file size gb think borrowing sklearn power candidate let countvectorizer count frequency line guess get word frequency summing column sound bit indirect way efficient straightforward way count word file python update slow code collection import counter def get term frequency file source file path wordcount open source file path f line f line line lower translate none string punctuation wordcount counter line split wordcount add merge two dict wordcount wordcount return wordcount def add merge two dict x return k x get k get k k set x set,2017-05-23 10:31:13,2020-01-26 09:10:46,efficiently count word frequency python,python nlp scikit-learn word-count frequency-distribution,8,3,10.0,,,CC BY-SA 3.0,2.0933535650711467e-05
7876,7876,35572000,1,,,2016-02-23 08:06:07,,90,186927,using scikit learn classification text document class use scikit learn confusion matrix method computing confusion matrix model logisticregression model model fit matrix label pred model predict test matrix cm metric confusion matrix test label pred print cm plt imshow cm cmap binary confusion matrix look like however receive clear legible plot better way,2017-11-15 06:46:56,2020-01-08 23:45:29,plot confusion matrix,python matplotlib matrix scikit-learn text-classification,3,0,31.0,2018-07-03 23:24:26,,CC BY-SA 3.0,2.0351354069965572e-05
13627,13627,45735070,1,45737582.0,,2017-08-17 12:25:32,,49,24983,trained sentiment classifier model using kera library following step broadly convert text corpus sequence using tokenizer object class build model using model fit method evaluate model scoring using model wa able save model file load file however found way save tokenizer object file without process corpus every time need score even single sentence way around,2017-12-30 13:35:34,2019-05-13 00:35:34,kera text preprocessing saving tokenizer object file scoring,machine-learning neural-network nlp deep-learning keras,4,0,12.0,,,CC BY-SA 3.0,1.967211536248635e-05
3563,3563,26693736,1,26693897.0,,2014-11-01 22:05:16,,61,95678,trying start project sentiment analysis use stop word method made research found nltk stopwords execute command error following order know word nltk use like may found http www nltk org book ch html section nltk corpus import stopwords stopwords word english press enter obtain lookuperror traceback recent call last stopwords word english c user usuario anaconda lib site package nltk corpus util pyc getattr self attr def getattr self attr self load look circular since load change class something new c user usuario anaconda lib site package nltk corpus util pyc load self except lookuperror e try root nltk data find corpus zip name except lookuperror raise e load corpus lookuperror resource corpus stopwords found please use nltk downloader obtain resource nltk download searched c user meru nltk data c nltk data nltk data e nltk data c user meru anaconda nltk data c user meru anaconda lib nltk data c user meru appdata roaming nltk data problem thing like run properly obtaining error nltk corpus import stopwords stop stopwords word english sentence foo bar sentence print sentence split stop know may problem must use word spanish recomend another method also thought using goslate package datasets english thanks reading p use ananconda,2014-11-01 22:15:29,2020-04-19 17:55:21,nltk stopwords fail lookuperror,python nltk sentiment-analysis stop-words,6,0,11.0,,,CC BY-SA 3.0,1.9460295229062043e-05
14699,14699,47350942,1,47351587.0,,2017-11-17 12:43:56,,14,19090,installed spacy python nlp project installed using verify installed spacy version using pip install u spacy command verify installed spacy version,,2020-08-05 07:37:22,verify installed spacy version,python nlp pip version spacy,5,0,2.0,,,CC BY-SA 3.0,1.9268560271565188e-05
14399,14399,46786211,1,46786277.0,,2017-10-17 08:54:32,,31,31661,table like urn firm name r x yah co big building society st james society kensington society ltd mmv oil associate ltd want count frequency word within firm name column get output like tried following code import panda pd import nltk data pd read csv x firm data csv top n word dist nltk freqdist data firm name print frequency print rslt pd dataframe word dist common top n column word frequency print rslt print however following code doe produce unique word count,2017-10-17 09:01:16,2020-04-23 20:29:35,counting frequency word panda data frame,python pandas nltk,3,0,14.0,,,CC BY-SA 3.0,1.9185167705916994e-05
10033,10033,40011896,1,,,2016-10-13 03:36:31,,26,12316,recently started use nltk toolkit creating solution using python hear lot community activity regarding using stanford nlp anyone tell difference nltk stanford nlp different library know nltk ha interface stanford nlp anyone throw light basic difference even detail stanford nlp used using python,2019-09-19 03:40:53,2020-04-16 17:18:36,nltk v stanford nlp,python nlp nltk stanford-nlp,7,3,11.0,,,CC BY-SA 3.0,1.879705197145063e-05
14359,14359,46752650,1,46755405.0,,2017-10-15 07:17:46,,26,30663,using scikit learn text classification want calculate information gain attribute respect class sparse document term matrix information gain defined h class h class attribute entropy using weka accomplished infogainattribute found measure scikit learn however ha suggested formula information gain measure mutual information match also definition wikipedia possible use specific setting mutual information scikit learn accomplish task,2020-10-14 11:01:17,2020-10-14 11:01:17,information gain calculation scikit learn,python machine-learning scikit-learn text-classification feature-selection,2,1,7.0,,,CC BY-SA 4.0,1.8430913995644846e-05
9472,9472,38763007,1,,,2016-08-04 09:04:54,,30,43527,new spacy want use lemmatizer function know use like string word return string basic form word example word word thank,2019-03-12 19:13:02,2020-08-30 09:48:49,use spacy lemmatizer get word basic form,python nltk spacy lemmatization,5,3,7.0,,,CC BY-SA 4.0,1.838351139396111e-05
10341,10341,40511562,1,40512652.0,,2016-11-09 16:20:16,,34,24884,new tensorflow running deep learning assignment udacity ipython notebook link ha error attributeerror traceback recent call last tf session graph graph session tf global variable initializer run attributeerror module object ha attribute global variable initializer please help fix thank,2016-11-10 22:21:24,2020-08-13 10:52:50,tensorflow module object ha attribute global variable initializer,python tensorflow deep-learning word2vec,4,0,5.0,,,CC BY-SA 3.0,1.8324755207053638e-05
17560,17560,51235118,1,51235358.0,,2018-07-08 18:53:29,,19,9316,currently working kera model ha embedding layer first layer order visualize relationship similarity word need function return mapping word vector every element vocabulary e g love way,2018-09-05 18:42:56,2020-09-09 11:47:20,get word vector kera embedding layer,python dictionary keras keras-layer word-embedding,1,0,6.0,,,CC BY-SA 4.0,1.8170057847797337e-05
3842,3842,27697766,1,35615151.0,,2014-12-29 23:57:13,,72,52719,five text file input countvectorizer specifying min df max df countvectorizer instance doe min max document frequency exactly mean frequency word particular text file frequency word entire overall corpus txt file different min df max df provided integer float documentation seem provide thorough explanation doe supply example demonstrate use min df max df could someone provide explanation example demonstrating min df max df,2018-03-05 20:34:34,2019-12-06 16:16:13,understanding min df max df scikit countvectorizer,python machine-learning scikit-learn nlp,5,0,40.0,,,CC BY-SA 3.0,1.810246649363119e-05
14470,14470,46977498,1,,,2017-10-27 14:32:36,,18,38930,installing nltk get error urllib httperror http error ssl required really trying install failing trying install package minimal dockerfile reproduce issue ubuntu run apt get update run apt get install python pip problem occurs without following line run pip install upgrade pip cmd pip install nltk,,2020-05-20 14:59:50,urllib httperror http error ssl required installing nltk,pip nltk,4,6,6.0,,,CC BY-SA 3.0,1.79440425898027e-05
1727,1727,19790188,1,,,2013-11-05 13:32:22,,46,30936,english language ha couple contraction instance sometimes cause headache natural language processing python library expand contraction,2018-08-23 15:37:27,2020-06-23 22:00:08,expanding english language contraction python,python nlp text-processing,9,1,19.0,,,CC BY-SA 3.0,1.7642879924354458e-05
6750,6750,32879532,1,40496870.0,,2015-10-01 04:34:36,,26,31391,want find sentiment positive negative neutral given string researching came across stanford nlp sadly java idea make work python,,2020-05-25 20:19:23,stanford nlp python,python stanford-nlp sentiment-analysis,9,2,27.0,,,CC BY-SA 3.0,1.746372124700924e-05
5277,5277,27324292,1,27329142.0,,2014-12-05 20:39:00,,63,46891,word vec site download googlenews vector negative bin gz bin file gb binary format useful tomas mikolov assures u fairly straightforward convert binary format text format though take disk space check code distance tool rather trivial read binary file unfortunately know enough c understand http word vec googlecode com svn trunk distance c supposedly gensim also tutorial found seem converting text way someone suggest modification c code instruction gensim emit text,2014-12-05 20:54:12,2017-05-04 08:30:48,convert word vec bin file text,python c gensim word2vec,10,0,27.0,,,CC BY-SA 3.0,1.7449630716613707e-05
9716,9716,39303912,1,39308809.0,,2016-09-03 06:26:03,,49,42596,using tfidfvectorizer scikit learn feature extraction text data csv file score review text pulled data dataframe run vectorizer code import panda pd import numpy np sklearn feature extraction text import tfidfvectorizer df pd read csv train new csv name score review sep x df review np nan print x csv path findnan csv sep na rep string index true print df isnull value v tfidfvectorizer decode error replace encoding utf x v fit transform df review traceback error get traceback recent call last file home pycharmprojects review src feature extraction py line x v fit transform df review file home b hw local lib python site package sklearn feature extraction text py line fit transform x super tfidfvectorizer self fit transform raw document file home b work local lib python site package sklearn feature extraction text py line fit transform self fixed vocabulary file home b work local lib python site package sklearn feature extraction text py line count vocab feature analyze doc file home b work local lib python site package sklearn feature extraction text py line tokenize preprocess self decode doc stop word file home b work local lib python site package sklearn feature extraction text py line decode raise valueerror np nan invalid document expected byte valueerror np nan invalid document expected byte unicode string checked csv file dataframe anything read nan find anything row none return true df review head look like book life saver ha bought time older son great basic wish space book perfect first time new mo postpartum stay hospital th name review dtype object,2016-11-03 10:53:06,2020-05-31 23:04:54,tfidfvectorizer scikit learn valueerror np nan invalid document,python pandas machine-learning scikit-learn tf-idf,3,4,11.0,,,CC BY-SA 3.0,1.715386713485275e-05
12698,12698,44238154,1,44239754.0,,2017-05-29 08:43:37,,21,20621,two attention used seq seq module two different attention introduced multiplicative additive attention tensorflow documentation difference,2019-12-13 04:51:31,2020-07-27 15:22:53,difference luong attention bahdanau attention,tensorflow deep-learning nlp attention-model,4,0,9.0,,,CC BY-SA 3.0,1.6927763261164608e-05
16856,16856,50240029,1,50240724.0,,2018-05-08 18:25:03,,17,9503,doe anyone know difference using nltk nothing doc string explains difference find info either documentation perhaps search right place would expected first one would get rid punctuation token like,,2020-06-12 13:59:29,nltk wordpunct tokenize v word tokenize,python nltk,2,0,5.0,,,CC BY-SA 4.0,1.6558007903404727e-05
12106,12106,43377265,1,,,2017-04-12 18:41:32,,14,28403,using nltk scikit learn text processing however within list document document english example following could true text written english text written english ce n est pa en anglais purpose analysis want sentence english removed part pre processing however good way googling find anything specific let recognize string english something offered functionality either scikit learn edit seen question like individual word document would loop every word sentence check whole sentence english using python library python would preferable switch language needed thought python would best,2017-11-29 08:27:32,2020-08-07 10:07:42,determine text english,python scikit-learn nlp nltk,6,0,4.0,,,CC BY-SA 3.0,1.6531461587521987e-05
11651,11651,42711144,1,42735403.0,,2017-03-10 05:47:27,,15,17267,pytorch installed machine whenever try following torchtext import data torchtext import datasets get following error importerror module named torchtext install torchtext,2018-08-22 12:01:32,2020-06-10 12:51:00,install torchtext,python nlp deep-learning pytorch natural-language-processing,7,0,3.0,,,CC BY-SA 3.0,1.6443788706847647e-05
531,531,12118720,1,12124981.0,,2012-08-25 02:41:26,,93,110247,wa following tutorial wa available part part unfortunately author time final section involved using cosine similarity actually find distance two document followed example article help following link stackoverflow included code mentioned link make life easier sklearn feature extraction text import countvectorizer sklearn feature extraction text import tfidftransformer nltk corpus import stopwords import numpy np import numpy linalg la train set sky blue sun bright document test set sun sky bright query stopwords stopwords word english vectorizer countvectorizer stop word stopwords print vectorizer transformer tfidftransformer print transformer trainvectorizerarray vectorizer fit transform train set toarray testvectorizerarray vectorizer transform test set toarray print fit vectorizer train set trainvectorizerarray print transform vectorizer test set testvectorizerarray transformer fit trainvectorizerarray print print transformer transform trainvectorizerarray toarray transformer fit testvectorizerarray print tfidf transformer transform testvectorizerarray print tfidf todense result code following matrix fit vectorizer train set transform vectorizer test set sure use output order calculate cosine similarity know implement cosine similarity respect two vector similar length sure identify two vector,2018-04-30 11:58:14,2019-10-29 00:00:58,python tf idf cosine find document similarity,python machine-learning nltk information-retrieval tf-idf,6,5,124.0,,,CC BY-SA 3.0,1.642957847995308e-05
12210,12210,43510778,1,48162961.0,,2017-04-20 05:17:39,,28,7978,wa recently working data set used abbreviation various word example wtrbtl water bottle bwlingbl bowling ball bsktball basketball seem consistency term convention used e sometimes used vowel sometimes trying build mapping object like one abbreviation corresponding word without complete corpus comprehensive list term e abbreviation could introduced explicitly known simplicity sake say restricted stuff would find gym could anything basically look left hand side example kind model could processing brain term relating abbreviation corresponding full text label idea stopped taking first last letter finding dictionary assign priori probability based context since large number morpheme without marker indicates end word see possible split updated also idea combine couple string metric algorithm like match rating algorithm determine set related term calculate levenshtein distance word set target abbreviation however still dark come abbreviation word master dictionary basically inferring word construction may naive bayes model could help concerned error precision caused using algorithm invalid model training process help appreciated really stuck one,2018-01-08 22:03:03,2020-04-23 12:01:14,python intuit word abbreviated text using nlp,python machine-learning nlp abbreviation,4,1,12.0,,,CC BY-SA 3.0,1.6349714523784126e-05
15454,15454,48432300,1,,,2018-01-24 21:55:23,,16,5810,currently using kera tokenizer create word index matching word index imported glove dictionary create embedding matrix however problem seems defeat one advantage using word vector embedding since using trained model prediction run new word tokenizer word index remove sequence fit tokenizer tokenizer tokenizer tokenizer fit text text word index tokenizer word index load glove embedding dict embeddings index dims glove data glove b str dims txt f open glove data line f value line split word value value np asarray value dtype float embeddings index word value f close create embedding matrix embedding matrix np zero len word index dims word word index item embedding vector embeddings index get word embedding vector none word found embedding index zero embedding matrix embedding vector dims embedding layer embedding layer embedding embedding matrix shape embedding matrix shape weight embedding matrix input length make prediction sequence tokenizer text sequence test sentence model predict sequence way still use tokenizer transform sentence array still use much word glove dictionary instead one show training text edit upon contemplation guess one option would add text text text tokenizer fit includes list key glove dictionary though might mess statistic want use tf idf either preferable way different better approach,2018-01-25 00:21:46,2020-06-19 07:44:59,using kera tokenizer new word training set,python machine-learning nlp deep-learning keras,3,4,8.0,,,CC BY-SA 3.0,1.5701892775994487e-05
18413,18413,52352522,1,52353721.0,,2018-09-16 08:52:31,,13,3912,currently developing text classification tool using kera work work fine got validation accuracy wrap head around exactly convolution layer work text data hyper parameter use following sentence input data maximum word sentence le padding added vocabulary size amount sentence training embedding vecor length many relation word ha word embeddings batch size matter question number label class simple model made complicated structure strangely work better even without using lstm model sequential model add embedding top word embedding vecor length input length max review length model add conv filter kernel size padding activation relu model add maxpooling pool size model add flatten model add dense label count activation softmax model compile loss categorical crossentropy optimizer adam metric accuracy print model summary main question hyper parameter use conv layer model add conv filter kernel size padding activation relu following input data max word count word embeddings dimension doe mean filter scan first word completely discarding rest kernel size set filter max amount word sentence example image instance input data http joxi ru krdgdbbiebypja first step convoulution layer stride http joxi ru lb c dwkor second step stride http joxi ru brrg ij ra filter layer repeat time correct get say th word sentence thus information lost,2018-09-16 11:45:52,2020-06-28 10:07:19,doe kera convolution layer work word embeddings text classification problem filter kernel size hyperparameter,python tensorflow keras conv-neural-network word-embedding,1,0,11.0,,,CC BY-SA 4.0,1.5576911494095447e-05
778,778,15173225,1,15174569.0,,2013-03-02 10:06:29,,71,97948,python tf idf cosine find document similarity possible calculate document similarity using tf idf cosine without importing external library way calculate cosine similarity string foo bar sentence sentence similar foo bar sentence string totally related two line cosine sim give high cosine similarity cosine sim give high cosine similarity value cosine sim give high cosine similarity value,2017-12-12 14:59:12,2020-03-27 23:03:38,calculate cosine similarity given sentence string,python string nlp similarity cosine-similarity,6,3,54.0,,,CC BY-SA 3.0,1.5406139090563978e-05
10370,10370,40288323,1,40288324.0,,2016-10-27 15:14:32,,36,25017,spacy tag part speech two different format one stored property stored property syntactic dependency head token stored property tag self explanatory even somebody like without linguistics background import spacy en nlp spacy load en document en nlp shot man reno watch die document shot document po verb others document tag vbd document po det document dep dobj worse official doc contain even list possible tag property meaning sometimes mention tokenization standard use claim currently entirely accurate top standard tricky track possible value property mean,2016-10-29 12:00:56,2020-01-09 23:00:01,spacy part speech dependency tag mean,python nlp spacy,4,1,21.0,,,CC BY-SA 3.0,1.535659096589815e-05
5677,5677,26394748,1,26394855.0,,2014-10-16 01:20:27,,56,68945,following instruction class homework assignment supposed look top frequently used word text file last part code fdist freqdist nsmytext vocab fdist key vocab press enter vocab line return traceback recent call last file line typeerror dict key object subscriptable suggestion fix correctly return answer,2019-03-11 20:04:41,2020-02-19 18:50:38,nltk python error typeerror dict key object subscriptable,python nltk,5,3,13.0,,,CC BY-SA 4.0,1.5010067476508207e-05
9048,9048,37889914,1,37937675.0,,2016-06-17 20:30:07,,45,10663,currently trying understand architecture behind word vec neural net learning algorithm representing word vector based context reading tomas mikolov paper came across defines projection layer even though term widely used referred word vec find precise definition actually neural net context question neural net context projection layer name given hidden layer whose link previous node share weight unit actually activation function kind another resource also refers broadly problem found tutorial also refers projection layer around page,2017-11-18 21:20:45,2020-07-16 07:00:04,projection layer context neural network,machine-learning nlp neural-network word2vec,3,2,21.0,,,CC BY-SA 3.0,1.4995253187842136e-05
320,320,13928155,1,,,2012-12-18 07:18:30,,41,118798,fairly new python nltk busy application perform spell check replaces incorrectly spelled word correct one currently using enchant library python pyenchant nltk library code class handle correction replacement nltk metric import edit distance class spellingreplacer def init self dict name en gb max dist self spell dict enchant dict dict name self max dist def replace self word self spell dict check word return word suggestion self spell dict suggest word suggestion edit distance word suggestion self max dist return suggestion else return word written function take list word executes replace word return list word spelled correctly def spell check word list checked list item word list replacer spellingreplacer r replacer replace item checked list append r return checked list word list car colour spell check word car color really like accurate looking way achieve spelling check replacement word also need something pick spelling mistake like caaaar better way perform spelling check doe google spelling suggester good suggestion,2020-08-13 06:48:56,2020-10-14 19:17:32,spell checker python,python python-2.7 nltk spell-checking pyenchant,9,0,21.0,,,CC BY-SA 4.0,1.4707456661517433e-05
1584,1584,23175809,1,,,2014-04-19 21:32:28,,54,64925,following code import nltk json csv string cpickle scipy stats import scoreatpercentile lmtzr nltk stem wordnet wordnetlemmatizer def sanitize wordlist answer word translate none string punctuation word wordlist answer lmtzr lemmatize word lower word answer return answer word filename json list word extend sanitize nltk word tokenize join tweet text tweet json load open filename read tested line separate testing py file wrote import nltk json csv string cpickle scipy stats import scoreatpercentile wordlist print wordlist wordlist word translate none string punctuation word wordlist print wordlist answer lmtzr lemmatize word lower word wordlist print answer freq nltk freqdist wordlist print freq command prompt return wanted removing punctuation however put exact code different file python return typeerror stating file foo py line tweet json load open filename read file foo py line sanitize answer word translate none string punctuation word wordlist typeerror translate take exactly one argument given json list list file path printed check list valid confused typeerror everything work perfectly fine testing different file,2018-01-02 09:45:25,2020-08-26 20:23:13,str translate give typeerror translate take one argument given worked python,python nltk typeerror,5,12,18.0,,,CC BY-SA 3.0,1.4680176051559786e-05
699,699,9294926,1,9344555.0,,2012-02-15 14:12:06,,131,24952,io email client email contains date time location text becomes hyperlink possible create appointment look map simply tapping link work email english language also love feature would like understand naive way would many regular expression run however going scale well work specific language date format etc think apple must using concept machine learning extract entity pm pm h h etc idea apple able extract entity quickly email client machine learning algorithm would apply accomplish task,2012-09-30 20:36:35,2017-07-31 21:41:03,doe apple find date time address email,machine-learning nlp information-extraction named-entity-recognition,6,2,114.0,,,CC BY-SA 3.0,1.4657817404422949e-05
3926,3926,27860652,1,27864657.0,,2015-01-09 12:31:25,,86,35613,reading paper trouble understanding concept negative sampling http arxiv org pdf v pdf anyone help please,,2020-02-14 09:22:45,word vec negative sampling layman term,machine-learning nlp word2vec,3,1,52.0,,,CC BY-SA 3.0,1.4617801401956417e-05
3825,3825,25735644,1,25736082.0,,2014-09-09 01:55:57,,25,50383,want make list sentence string print want use nltk need split period end sentence decimal abbreviation title name sentence ha com attempt regex work import text mr smith bought cheapsite com million dollar e paid lot mind adam jones jr think case true well probability sentence split r text stuff sentence print stuff example output look like mr smith bought cheapsite com million dollar e paid lot mind adam jones jr think case true well probability,2014-09-09 04:11:02,2020-06-29 22:09:00,python regex splitting text sentence sentence tokenizing,python regex nlp tokenize,10,9,14.0,2019-03-05 08:37:13,,CC BY-SA 3.0,1.4538734336266495e-05
1429,1429,15586721,1,15590384.0,,2013-03-23 12:23:54,,61,61456,wanted use wordnet lemmatizer python learnt default po tag noun doe output correct lemma verb unless po tag explicitly specified verb question best shot inorder perform lemmatization accurately po tagging using nltk po tag lost integrating tree bank po tag wordnet compatible po tag please help nltk stem wordnet import wordnetlemmatizer lmtzr wordnetlemmatizer tagged nltk po tag token get output tag nn jj vb rb change wordnet compatible tag also train nltk po tag tagged corpus use directly data evaluate,,2019-10-20 10:01:13,wordnet lemmatization po tagging python,python nltk wordnet lemmatization,7,0,29.0,,,CC BY-SA 3.0,1.4314080784879399e-05
17034,17034,50466643,1,,,2018-05-22 11:32:20,,12,6926,trained word vec model gensim trying load model spacy first need save disk try load init model spacy unable figure exactly gensimmodel import spacy spacy load gensimmodel oserror e find model word vec vocab size alpha seem shortcut link python package valid path data directory,,2020-05-07 09:09:20,spacy use word vec model created gensim,model word2vec gensim spacy,2,1,2.0,,,CC BY-SA 4.0,1.4230725444983452e-05
16958,16958,50492676,1,50499090.0,,2018-05-23 15:50:18,,11,5025,seen question ask none answer yet thought might well try using gensim word vec model create vector exported text tried importing tensorflow live model embedding projector one problem work told tensor improperly formatted beginner thought would ask people experience possible solution equivalent code import gensim corpus word sentence one word sentence two model gensim model word vec iter size model build vocab corpus save memory vector model wv del model vector save word vec format vect txt binary false creates model save vector print result nice pretty tab delimited file value dimension understand figure wrong way put tensorflow documentation regarding pretty scarce far tell one idea ha presented implementing appropriate tensorflow code know code import file live demo edit new problem object vector non iterable gensim apparently decided make data structure non compatible trying ok done thanks help,2018-05-24 19:06:32,2020-03-11 14:31:33,visualize gensim word vec embeddings tensorboard projector,python tensorflow gensim tensorboard word-embedding,3,3,5.0,,,CC BY-SA 4.0,1.3984124942701073e-05
1221,1221,9637278,1,,,2012-03-09 16:10:20,,32,46971,trying use tm package r perform text analysis tied following require tm dataset corpus dirsource tmp dataset tm map dataset tolower error fun x l invalid input rt noxforu erneut riesiger alt lteppich im golf von mexiko pic vom freitag http bit ly bw hvu http bit ly r jcf oilspill bp utf towcs problem character valid like exclude invalid character analysis either within r importing file processing tried using iconv convert file utf exclude anything converted follows find type f exec iconv utf c tmpconverted pointed batch convert latin file utf using iconv still get error appreciate help,2017-05-23 11:47:22,2020-06-06 10:11:23,r tm package invalid input utf towcs,r utf-8 iconv text-mining,14,0,16.0,,,CC BY-SA 3.0,1.3829433638905313e-05
8892,8892,37593293,1,,,2016-06-02 13:28:33,,33,32632,want calculate tf idf document using python panda import panda pd df pd dataframe docid sent first sentence second sentence third sentence first thought would need get word count row wrote simple function def word count sent word cnt dict word sent split word word cnt word cnt word else word cnt word return word cnt applied row df word count df sent apply word count lost know easy method calculate tf idf use graphlab want stick open source option sklearn gensim look overwhelming simplest solution get tf idf,2020-09-20 18:19:29,2020-09-20 18:19:29,get tfidf panda dataframe,python pandas scikit-learn tf-idf gensim,3,0,9.0,,,CC BY-SA 4.0,1.3789594267705067e-05
3385,3385,21844546,1,21844800.0,,2014-02-18 04:41:47,,25,66237,list sentence text cant railway station citadel hotel police stn need form bigram pair store variable problem get pair sentence instead word text word word line split line text bigram nltk bigram text print bigram yield cant railway station citadel hotel citadel hotel police stn railway station citadel hotel form one bigram want cant railway railway station citadel hotel last word first sentence merge first word second sentence make work,2016-04-29 21:23:23,2020-08-27 15:45:32,forming bigram word list sentence python,python list list-comprehension nltk collocation,10,0,11.0,,,CC BY-SA 3.0,1.3388309792550394e-05
